Date,Close
2019-04-19 13:00:00+00:00,5276.3
2019-04-19 17:00:00+00:00,5267.6
2019-04-21 21:00:00+00:00,5291.1
2019-04-22 01:00:00+00:00,5277.7
2019-04-22 05:00:00+00:00,5289.4
2019-04-22 09:00:00+00:00,5306.8
2019-04-22 13:00:00+00:00,5306.8
2019-04-22 17:00:00+00:00,5368.2
2019-04-22 21:00:00+00:00,5379.9
2019-04-23 01:00:00+00:00,5518.8
2019-04-23 05:00:00+00:00,5545.0
2019-04-23 09:00:00+00:00,5566.4
2019-04-23 13:00:00+00:00,5576.6
2019-04-23 17:00:00+00:00,5582.8
2019-04-23 21:00:00+00:00,5538.6
2019-04-24 01:00:00+00:00,5596.0
2019-04-24 05:00:00+00:00,5481.1
2019-04-24 09:00:00+00:00,5459.1
2019-04-24 13:00:00+00:00,5438.3
2019-04-24 17:00:00+00:00,5438.9
2019-04-24 21:00:00+00:00,5455.8
2019-04-25 01:00:00+00:00,5425.8
2019-04-25 05:00:00+00:00,5427.0
2019-04-25 09:00:00+00:00,5459.1
2019-04-25 13:00:00+00:00,5480.9
2019-04-25 17:00:00+00:00,5496.3
2019-04-25 21:00:00+00:00,5118.5
2019-04-26 01:00:00+00:00,5178.4
2019-04-26 05:00:00+00:00,5179.1
2019-04-26 09:00:00+00:00,5177.1
2019-04-26 13:00:00+00:00,5104.6
2019-04-26 17:00:00+00:00,5096.2
2019-04-28 21:00:00+00:00,5173.4
2019-04-29 01:00:00+00:00,5185.6
2019-04-29 05:00:00+00:00,5164.2
2019-04-29 09:00:00+00:00,5127.7
2019-04-29 13:00:00+00:00,5153.9
2019-04-29 17:00:00+00:00,5127.9
2019-04-29 21:00:00+00:00,5150.8
2019-04-30 01:00:00+00:00,5135.4
2019-04-30 05:00:00+00:00,5159.5
2019-04-30 09:00:00+00:00,5211.0
2019-04-30 13:00:00+00:00,5244.7
2019-04-30 17:00:00+00:00,5237.0
2019-04-30 21:00:00+00:00,5300.6
2019-05-01 01:00:00+00:00,5310.8
2019-05-01 05:00:00+00:00,5291.1
2019-05-01 09:00:00+00:00,5293.6
2019-05-01 13:00:00+00:00,5290.8
2019-05-01 17:00:00+00:00,5310.9
2019-05-01 21:00:00+00:00,5320.0
2019-05-02 01:00:00+00:00,5320.2
2019-05-02 05:00:00+00:00,5375.6
2019-05-02 09:00:00+00:00,5367.9
2019-05-02 13:00:00+00:00,5377.5
2019-05-02 17:00:00+00:00,5406.7
2019-05-02 21:00:00+00:00,5408.3
2019-05-03 01:00:00+00:00,5481.9
2019-05-03 05:00:00+00:00,5677.0
2019-05-03 09:00:00+00:00,5711.0
2019-05-03 13:00:00+00:00,5690.3
2019-05-03 17:00:00+00:00,5689.9
2019-05-05 21:00:00+00:00,5670.8
2019-05-06 01:00:00+00:00,5661.8
2019-05-06 05:00:00+00:00,5595.9
2019-05-06 09:00:00+00:00,5613.1
2019-05-06 13:00:00+00:00,5703.1
2019-05-06 17:00:00+00:00,5693.4
2019-05-06 21:00:00+00:00,5743.1
2019-05-07 01:00:00+00:00,5889.6
2019-05-07 05:00:00+00:00,5870.1
2019-05-07 09:00:00+00:00,5909.6
2019-05-07 13:00:00+00:00,5898.8
2019-05-07 17:00:00+00:00,5849.3
2019-05-07 21:00:00+00:00,5770.6
2019-05-08 01:00:00+00:00,5811.4
2019-05-08 05:00:00+00:00,5800.2
2019-05-08 09:00:00+00:00,5848.0
2019-05-08 13:00:00+00:00,5869.6
2019-05-08 17:00:00+00:00,5902.4
2019-05-08 21:00:00+00:00,6014.0
2019-05-09 01:00:00+00:00,6061.7
2019-05-09 05:00:00+00:00,6046.8
2019-05-09 09:00:00+00:00,5997.6
2019-05-09 13:00:00+00:00,6049.3
2019-05-09 17:00:00+00:00,6080.0
2019-05-09 21:00:00+00:00,6114.4
2019-05-10 01:00:00+00:00,6300.1
2019-05-10 05:00:00+00:00,6283.7
2019-05-10 09:00:00+00:00,6279.7
2019-05-10 13:00:00+00:00,6376.7
2019-05-10 17:00:00+00:00,6277.3
2019-05-12 21:00:00+00:00,7020.5
2019-05-13 01:00:00+00:00,7084.4
2019-05-13 05:00:00+00:00,7044.5
2019-05-13 09:00:00+00:00,7340.9
2019-05-13 13:00:00+00:00,7924.0
2019-05-13 17:00:00+00:00,7867.2
2019-05-13 21:00:00+00:00,7908.7
2019-05-14 01:00:00+00:00,8020.4
2019-05-14 05:00:00+00:00,7989.6
2019-05-14 09:00:00+00:00,8210.8
2019-05-14 13:00:00+00:00,8004.2
2019-05-14 17:00:00+00:00,7720.8
2019-05-14 21:00:00+00:00,8024.8
2019-05-15 01:00:00+00:00,8000.7
2019-05-15 05:00:00+00:00,7887.3
2019-05-15 09:00:00+00:00,7985.7
2019-05-15 13:00:00+00:00,8023.4
2019-05-15 17:00:00+00:00,8172.3
2019-05-15 21:00:00+00:00,8340.2
2019-05-16 01:00:00+00:00,7976.6
2019-05-16 05:00:00+00:00,7973.7
2019-05-16 09:00:00+00:00,7794.6
2019-05-16 13:00:00+00:00,7921.2
2019-05-16 17:00:00+00:00,7681.5
2019-05-16 21:00:00+00:00,7896.9
2019-05-17 01:00:00+00:00,7226.0
2019-05-17 05:00:00+00:00,7285.0
2019-05-17 09:00:00+00:00,7099.3
2019-05-17 13:00:00+00:00,7089.1
2019-05-17 17:00:00+00:00,7103.4
2019-05-19 21:00:00+00:00,7937.0
2019-05-20 01:00:00+00:00,8039.2
2019-05-20 05:00:00+00:00,7889.9
2019-05-20 09:00:00+00:00,7727.4
2019-05-20 13:00:00+00:00,7842.8
2019-05-20 17:00:00+00:00,8004.7
2019-05-20 21:00:00+00:00,7941.5
2019-05-21 01:00:00+00:00,7889.1
2019-05-21 05:00:00+00:00,7949.0
2019-05-21 09:00:00+00:00,7899.7
2019-05-21 13:00:00+00:00,7918.1
2019-05-21 17:00:00+00:00,8091.2
2019-05-21 21:00:00+00:00,8022.3
2019-05-22 01:00:00+00:00,7947.2
2019-05-22 05:00:00+00:00,7936.3
2019-05-22 09:00:00+00:00,7785.5
2019-05-22 13:00:00+00:00,7955.5
2019-05-22 17:00:00+00:00,7833.2
2019-05-22 21:00:00+00:00,7642.1
2019-05-23 01:00:00+00:00,7664.4
2019-05-23 05:00:00+00:00,7563.0
2019-05-23 09:00:00+00:00,7631.4
2019-05-23 13:00:00+00:00,7828.2
2019-05-23 17:00:00+00:00,7884.4
2019-05-23 21:00:00+00:00,7879.8
2019-05-24 01:00:00+00:00,7841.6
2019-05-24 05:00:00+00:00,7971.2
2019-05-24 09:00:00+00:00,8047.0
2019-05-24 13:00:00+00:00,8087.8
2019-05-24 17:00:00+00:00,8104.0
2019-05-26 21:00:00+00:00,8889.2
2019-05-27 01:00:00+00:00,8726.7
2019-05-27 05:00:00+00:00,8732.1
2019-05-27 09:00:00+00:00,8825.2
2019-05-27 13:00:00+00:00,8704.3
2019-05-27 17:00:00+00:00,8756.3
2019-05-27 21:00:00+00:00,8759.8
2019-05-28 01:00:00+00:00,8776.4
2019-05-28 05:00:00+00:00,8730.9
2019-05-28 09:00:00+00:00,8724.2
2019-05-28 13:00:00+00:00,8665.5
2019-05-28 17:00:00+00:00,8685.9
2019-05-28 21:00:00+00:00,8684.2
2019-05-29 01:00:00+00:00,8590.0
2019-05-29 05:00:00+00:00,8593.1
2019-05-29 09:00:00+00:00,8647.4
2019-05-29 13:00:00+00:00,8725.3
2019-05-29 17:00:00+00:00,8646.1
2019-05-29 21:00:00+00:00,8684.2
2019-05-30 01:00:00+00:00,8684.8
2019-05-30 05:00:00+00:00,8701.3
2019-05-30 09:00:00+00:00,8709.4
2019-05-30 13:00:00+00:00,8669.7
2019-05-30 17:00:00+00:00,8458.5
2019-05-30 21:00:00+00:00,8299.1
2019-05-31 01:00:00+00:00,8157.1
2019-05-31 05:00:00+00:00,8272.1
2019-05-31 09:00:00+00:00,8304.5
2019-05-31 13:00:00+00:00,8379.2
2019-05-31 17:00:00+00:00,8508.9
2019-06-02 21:00:00+00:00,8720.0
2019-06-03 01:00:00+00:00,8685.4
2019-06-03 05:00:00+00:00,8457.1
2019-06-03 09:00:00+00:00,8527.9
2019-06-03 13:00:00+00:00,8538.6
2019-06-03 17:00:00+00:00,8558.2
2019-06-03 21:00:00+00:00,7951.9
2019-06-04 01:00:00+00:00,7945.0
2019-06-04 05:00:00+00:00,7930.1
2019-06-04 09:00:00+00:00,7940.7
2019-06-04 13:00:00+00:00,7912.4
2019-06-04 17:00:00+00:00,7656.0
2019-06-04 21:00:00+00:00,7749.4
2019-06-05 01:00:00+00:00,7796.1
2019-06-05 05:00:00+00:00,7810.8
2019-06-05 09:00:00+00:00,7766.9
2019-06-05 13:00:00+00:00,7753.7
2019-06-05 17:00:00+00:00,7730.1
2019-06-05 21:00:00+00:00,7798.9
2019-06-06 01:00:00+00:00,7831.9
2019-06-06 05:00:00+00:00,7811.2
2019-06-06 09:00:00+00:00,7769.8
2019-06-06 13:00:00+00:00,7712.4
2019-06-06 17:00:00+00:00,7686.7
2019-06-06 21:00:00+00:00,7787.7
2019-06-07 01:00:00+00:00,7788.9
2019-06-07 05:00:00+00:00,7974.3
2019-06-07 09:00:00+00:00,7927.7
2019-06-07 13:00:00+00:00,8067.4
2019-06-07 17:00:00+00:00,7932.1
2019-06-09 21:00:00+00:00,7611.0
2019-06-10 01:00:00+00:00,7646.3
2019-06-10 05:00:00+00:00,7720.9
2019-06-10 09:00:00+00:00,7994.3
2019-06-10 13:00:00+00:00,7943.6
2019-06-10 17:00:00+00:00,7946.2
2019-06-10 21:00:00+00:00,8002.6
2019-06-11 01:00:00+00:00,7949.4
2019-06-11 05:00:00+00:00,7958.2
2019-06-11 09:00:00+00:00,7797.8
2019-06-11 13:00:00+00:00,7871.2
2019-06-11 17:00:00+00:00,7927.8
2019-06-11 21:00:00+00:00,7838.2
2019-06-12 01:00:00+00:00,7992.4
2019-06-12 05:00:00+00:00,7978.9
2019-06-12 09:00:00+00:00,8011.9
2019-06-12 13:00:00+00:00,8177.5
2019-06-12 17:00:00+00:00,8122.1
2019-06-12 21:00:00+00:00,8166.4
2019-06-13 01:00:00+00:00,8138.3
2019-06-13 05:00:00+00:00,8133.6
2019-06-13 09:00:00+00:00,8112.5
2019-06-13 13:00:00+00:00,8174.2
2019-06-13 17:00:00+00:00,8262.8
2019-06-13 21:00:00+00:00,8222.7
2019-06-14 01:00:00+00:00,8244.8
2019-06-14 05:00:00+00:00,8294.9
2019-06-14 09:00:00+00:00,8364.2
2019-06-14 13:00:00+00:00,8365.6
2019-06-14 17:00:00+00:00,8460.6
2019-06-16 21:00:00+00:00,9187.5
2019-06-17 01:00:00+00:00,9181.0
2019-06-17 05:00:00+00:00,9208.2
2019-06-17 09:00:00+00:00,9301.2
2019-06-17 13:00:00+00:00,9224.7
2019-06-17 17:00:00+00:00,9271.0
2019-06-17 21:00:00+00:00,9300.1
2019-06-18 01:00:00+00:00,9259.3
2019-06-18 05:00:00+00:00,9176.8
2019-06-18 09:00:00+00:00,9168.6
2019-06-18 13:00:00+00:00,8996.0
2019-06-18 17:00:00+00:00,9122.1
2019-06-18 21:00:00+00:00,9165.8
2019-06-19 01:00:00+00:00,9161.1
2019-06-19 05:00:00+00:00,9166.0
2019-06-19 09:00:00+00:00,9076.5
2019-06-19 13:00:00+00:00,9132.6
2019-06-19 17:00:00+00:00,9162.2
2019-06-19 21:00:00+00:00,9262.8
2019-06-20 01:00:00+00:00,9312.4
2019-06-20 05:00:00+00:00,9232.3
2019-06-20 09:00:00+00:00,9277.2
2019-06-20 13:00:00+00:00,9368.0
2019-06-20 17:00:00+00:00,9564.0
2019-06-20 21:00:00+00:00,9585.3
2019-06-21 01:00:00+00:00,9738.3
2019-06-21 05:00:00+00:00,9730.7
2019-06-21 09:00:00+00:00,9836.2
2019-06-21 13:00:00+00:00,9870.8
2019-06-21 17:00:00+00:00,9913.0
2019-06-23 21:00:00+00:00,10300.4
2019-06-24 01:00:00+00:00,10777.2
2019-06-24 05:00:00+00:00,10880.6
2019-06-24 09:00:00+00:00,10860.7
2019-06-24 13:00:00+00:00,11006.4
2019-06-24 17:00:00+00:00,10854.4
2019-06-24 21:00:00+00:00,11051.9
2019-06-25 01:00:00+00:00,11216.0
2019-06-25 05:00:00+00:00,11289.2
2019-06-25 09:00:00+00:00,11200.1
2019-06-25 13:00:00+00:00,11321.4
2019-06-25 17:00:00+00:00,11364.1
2019-06-25 21:00:00+00:00,11920.8
2019-06-26 01:00:00+00:00,12442.8
2019-06-26 05:00:00+00:00,12606.7
2019-06-26 09:00:00+00:00,12809.4
2019-06-26 13:00:00+00:00,13591.2
2019-06-26 17:00:00+00:00,12505.9
2019-06-26 21:00:00+00:00,13080.4
2019-06-27 01:00:00+00:00,12839.4
2019-06-27 05:00:00+00:00,11843.5
2019-06-27 09:00:00+00:00,11698.0
2019-06-27 13:00:00+00:00,10875.1
2019-06-27 17:00:00+00:00,10674.7
2019-06-27 21:00:00+00:00,11477.2
2019-06-28 01:00:00+00:00,11013.3
2019-06-28 05:00:00+00:00,11655.8
2019-06-28 09:00:00+00:00,11636.1
2019-06-28 13:00:00+00:00,11900.4
2019-06-28 17:00:00+00:00,12204.6
2019-06-30 21:00:00+00:00,11015.6
2019-07-01 01:00:00+00:00,11070.1
2019-07-01 05:00:00+00:00,11095.9
2019-07-01 09:00:00+00:00,10604.4
2019-07-01 13:00:00+00:00,10277.2
2019-07-01 17:00:00+00:00,10480.5
2019-07-01 21:00:00+00:00,10307.0
2019-07-02 01:00:00+00:00,9889.4
2019-07-02 05:00:00+00:00,10189.5
2019-07-02 09:00:00+00:00,9998.4
2019-07-02 13:00:00+00:00,10483.9
2019-07-02 17:00:00+00:00,10712.2
2019-07-02 21:00:00+00:00,11253.3
2019-07-03 01:00:00+00:00,11273.8
2019-07-03 05:00:00+00:00,11056.1
2019-07-03 09:00:00+00:00,11392.2
2019-07-03 13:00:00+00:00,11189.3
2019-07-03 17:00:00+00:00,11378.9
2019-07-03 21:00:00+00:00,11939.1
2019-07-04 01:00:00+00:00,11939.1
2019-07-04 05:00:00+00:00,11939.1
2019-07-04 13:00:00+00:00,11796.6
2019-07-04 17:00:00+00:00,11721.5
2019-07-04 21:00:00+00:00,11157.1
2019-07-05 01:00:00+00:00,11166.9
2019-07-05 05:00:00+00:00,10896.2
2019-07-05 09:00:00+00:00,11196.1
2019-07-05 13:00:00+00:00,11161.6
2019-07-05 17:00:00+00:00,11012.0
2019-07-07 21:00:00+00:00,11428.2
2019-07-08 01:00:00+00:00,11485.1
2019-07-08 05:00:00+00:00,11777.6
2019-07-08 09:00:00+00:00,11892.9
2019-07-08 13:00:00+00:00,11879.5
2019-07-08 17:00:00+00:00,12209.8
2019-07-08 21:00:00+00:00,12269.5
2019-07-09 01:00:00+00:00,12720.9
2019-07-09 05:00:00+00:00,12582.8
2019-07-09 09:00:00+00:00,12388.6
2019-07-09 13:00:00+00:00,12554.0
2019-07-09 17:00:00+00:00,12403.8
2019-07-09 21:00:00+00:00,12872.2
2019-07-10 01:00:00+00:00,13030.6
2019-07-10 05:00:00+00:00,12946.8
2019-07-10 09:00:00+00:00,13058.2
2019-07-10 13:00:00+00:00,12297.5
2019-07-10 17:00:00+00:00,11779.2
2019-07-10 21:00:00+00:00,11924.8
2019-07-11 01:00:00+00:00,11385.0
2019-07-11 05:00:00+00:00,11444.3
2019-07-11 09:00:00+00:00,11588.6
2019-07-11 13:00:00+00:00,11707.7
2019-07-11 17:00:00+00:00,11154.7
2019-07-11 21:00:00+00:00,11467.0
2019-07-12 01:00:00+00:00,11317.3
2019-07-12 05:00:00+00:00,11619.2
2019-07-12 09:00:00+00:00,11678.7
2019-07-12 13:00:00+00:00,11547.8
2019-07-12 17:00:00+00:00,11899.0
2019-07-14 21:00:00+00:00,10012.8
2019-07-15 01:00:00+00:00,10157.7
2019-07-15 05:00:00+00:00,10193.0
2019-07-15 09:00:00+00:00,10093.7
2019-07-15 13:00:00+00:00,10642.5
2019-07-15 17:00:00+00:00,10825.0
2019-07-15 21:00:00+00:00,10917.5
2019-07-16 01:00:00+00:00,10771.1
2019-07-16 05:00:00+00:00,10829.1
2019-07-16 09:00:00+00:00,10513.1
2019-07-16 13:00:00+00:00,9904.2
2019-07-16 17:00:00+00:00,9599.2
2019-07-16 21:00:00+00:00,9502.0
2019-07-17 01:00:00+00:00,9445.8
2019-07-17 05:00:00+00:00,9524.0
2019-07-17 09:00:00+00:00,9455.5
2019-07-17 13:00:00+00:00,9715.2
2019-07-17 17:00:00+00:00,9688.9
2019-07-17 21:00:00+00:00,9614.4
2019-07-18 01:00:00+00:00,9922.6
2019-07-18 05:00:00+00:00,9726.1
2019-07-18 09:00:00+00:00,9403.5
2019-07-18 13:00:00+00:00,10505.3
2019-07-18 17:00:00+00:00,10619.0
