Date,Volume,Open,High,Low,Close
2022-06-29 08:45:00+00:00,2414,20003.6,20025.6,19974.6,20022.4
2022-06-29 08:50:00+00:00,2813,20022.8,20026.0,19943.6,19972.8
2022-06-29 08:55:00+00:00,2341,19972.8,19987.0,19933.8,19965.0
2022-06-29 09:00:00+00:00,2086,19964.5,19983.0,19941.2,19966.0
2022-06-29 09:05:00+00:00,2905,19966.2,20065.0,19965.4,20043.2
2022-06-29 09:10:00+00:00,3007,20043.3,20097.5,20028.0,20062.6
2022-06-29 09:15:00+00:00,2828,20062.4,20108.2,20059.6,20081.9
2022-06-29 09:20:00+00:00,2224,20081.6,20101.0,20074.8,20082.3
2022-06-29 09:25:00+00:00,2763,20082.7,20179.5,20081.4,20153.2
2022-06-29 09:30:00+00:00,3594,20153.2,20201.6,20117.2,20127.7
2022-06-29 09:35:00+00:00,2751,20127.6,20127.6,20072.7,20092.8
2022-06-29 09:40:00+00:00,2093,20092.9,20099.5,20071.0,20080.8
2022-06-29 09:45:00+00:00,2735,20081.0,20087.2,20013.8,20057.2
2022-06-29 09:50:00+00:00,2250,20057.6,20073.2,20031.6,20049.6
2022-06-29 09:55:00+00:00,2133,20049.6,20052.0,20021.2,20035.6
2022-06-29 10:00:00+00:00,2267,20036.2,20051.4,20025.7,20026.4
2022-06-29 10:05:00+00:00,2716,20026.5,20088.8,20020.8,20070.5
2022-06-29 10:10:00+00:00,2191,20070.8,20089.3,20057.0,20078.3
2022-06-29 10:15:00+00:00,2076,20077.2,20098.9,20050.0,20056.6
2022-06-29 10:20:00+00:00,2158,20056.2,20093.0,20044.8,20045.3
2022-06-29 10:25:00+00:00,2380,20045.2,20090.8,20044.8,20061.9
2022-06-29 10:30:00+00:00,2788,20062.1,20081.5,20020.0,20029.6
2022-06-29 10:35:00+00:00,2516,20029.4,20072.0,20023.6,20042.4
2022-06-29 10:40:00+00:00,2784,20042.7,20080.2,20032.8,20046.0
2022-06-29 10:45:00+00:00,3095,20046.2,20114.5,19999.9,20099.0
2022-06-29 10:50:00+00:00,2748,20099.0,20121.6,20057.6,20074.1
2022-06-29 10:55:00+00:00,2150,20074.3,20093.8,20060.8,20072.5
2022-06-29 11:00:00+00:00,2436,20070.4,20089.4,20042.8,20052.8
2022-06-29 11:05:00+00:00,2925,20052.4,20060.2,19980.6,19989.6
2022-06-29 11:10:00+00:00,3576,19989.5,19996.8,19927.6,19940.7
2022-06-29 11:15:00+00:00,4047,19940.5,19970.6,19881.8,19883.6
2022-06-29 11:20:00+00:00,4405,19882.6,19975.6,19835.6,19969.4
2022-06-29 11:25:00+00:00,3441,19969.8,20007.9,19956.1,19975.4
2022-06-29 11:30:00+00:00,3785,19975.6,20093.7,19970.2,20063.8
2022-06-29 11:35:00+00:00,3553,20063.6,20067.8,20015.1,20027.0
2022-06-29 11:40:00+00:00,3241,20023.4,20053.7,19997.8,20027.8
2022-06-29 11:45:00+00:00,2950,20028.2,20074.8,20018.7,20062.8
2022-06-29 11:50:00+00:00,3472,20062.8,20063.1,19971.6,19980.6
2022-06-29 11:55:00+00:00,3429,19980.6,20096.0,19976.0,20078.2
2022-06-29 12:00:00+00:00,3896,20078.1,20110.4,20068.6,20100.2
2022-06-29 12:05:00+00:00,3731,20100.2,20129.6,20077.5,20096.2
2022-06-29 12:10:00+00:00,2671,20096.4,20108.6,20077.8,20084.4
2022-06-29 12:15:00+00:00,2794,20084.6,20127.1,20076.4,20102.0
2022-06-29 12:20:00+00:00,3077,20101.8,20154.7,20048.5,20060.0
2022-06-29 12:25:00+00:00,2983,20059.9,20065.2,20017.1,20051.8
2022-06-29 12:30:00+00:00,4481,20051.6,20076.6,19974.1,20036.8
2022-06-29 12:35:00+00:00,4385,20036.8,20036.8,19947.7,19979.2
2022-06-29 12:40:00+00:00,3816,19979.4,20042.0,19974.8,20011.2
2022-06-29 12:45:00+00:00,3364,20011.2,20076.6,20003.8,20024.2
2022-06-29 12:50:00+00:00,2965,20024.9,20030.0,19974.5,20005.4
2022-06-29 12:55:00+00:00,3202,20005.8,20007.6,19971.1,19986.8
2022-06-29 13:00:00+00:00,2800,19986.8,20053.0,19986.8,20043.9
2022-06-29 13:05:00+00:00,2758,20044.0,20083.0,20038.6,20076.7
2022-06-29 13:10:00+00:00,2909,20077.2,20099.0,20053.8,20079.2
2022-06-29 13:15:00+00:00,2735,20079.2,20111.1,20058.6,20094.2
2022-06-29 13:20:00+00:00,2612,20094.2,20116.4,20045.3,20053.3
2022-06-29 13:25:00+00:00,2475,20053.2,20114.5,20041.6,20096.6
2022-06-29 13:30:00+00:00,4623,20096.6,20119.2,19992.8,19998.8
2022-06-29 13:35:00+00:00,3845,19998.8,20038.8,19977.2,19978.4
2022-06-29 13:40:00+00:00,4685,19978.2,19984.0,19882.0,19909.2
2022-06-29 13:45:00+00:00,4825,19909.1,19977.9,19865.1,19962.7
2022-06-29 13:50:00+00:00,4912,19962.7,20106.2,19949.4,20061.5
2022-06-29 13:55:00+00:00,4406,20061.5,20071.0,20024.8,20055.1
2022-06-29 14:00:00+00:00,4535,20055.0,20131.7,20032.5,20083.4
2022-06-29 14:05:00+00:00,4103,20083.2,20129.3,20061.0,20112.0
2022-06-29 14:10:00+00:00,3517,20112.2,20150.0,20095.4,20096.0
2022-06-29 14:15:00+00:00,3444,20095.8,20115.8,20014.0,20020.1
2022-06-29 14:20:00+00:00,3074,20020.2,20052.2,20013.2,20045.8
2022-06-29 14:25:00+00:00,3676,20046.0,20102.8,20027.8,20094.3
2022-06-29 14:30:00+00:00,3852,20093.4,20126.8,20063.0,20081.9
2022-06-29 14:35:00+00:00,3313,20082.0,20086.4,20021.4,20070.2
2022-06-29 14:40:00+00:00,3180,20071.0,20114.0,20053.0,20098.6
2022-06-29 14:45:00+00:00,3378,20098.9,20151.2,20088.0,20130.4
2022-06-29 14:50:00+00:00,3230,20131.8,20152.8,20111.0,20117.7
2022-06-29 14:55:00+00:00,2131,20117.6,20125.2,20098.3,20102.0
2022-06-29 15:00:00+00:00,2864,20102.1,20115.0,20056.4,20071.0
2022-06-29 15:05:00+00:00,2880,20070.7,20082.9,20039.8,20063.0
2022-06-29 15:10:00+00:00,2720,20063.4,20078.2,20025.2,20043.4
2022-06-29 15:15:00+00:00,2199,20043.4,20056.6,20013.6,20015.1
2022-06-29 15:20:00+00:00,2795,20015.0,20024.4,19973.5,20000.9
2022-06-29 15:25:00+00:00,2877,20000.9,20062.8,19997.0,20037.2
2022-06-29 15:30:00+00:00,3190,20037.2,20055.1,20003.0,20032.5
2022-06-29 15:35:00+00:00,2770,20032.6,20056.1,20025.2,20026.6
2022-06-29 15:40:00+00:00,2872,20026.4,20054.6,20001.6,20031.3
2022-06-29 15:45:00+00:00,3544,20031.5,20103.2,20022.8,20065.7
2022-06-29 15:50:00+00:00,2304,20065.6,20093.8,20064.0,20089.0
2022-06-29 15:55:00+00:00,2385,20088.8,20090.0,20046.6,20062.4
2022-06-29 16:00:00+00:00,2388,20060.3,20073.1,20038.0,20040.5
2022-06-29 16:05:00+00:00,2470,20038.8,20041.6,20005.5,20021.4
2022-06-29 16:10:00+00:00,2485,20021.2,20067.7,20021.0,20044.6
2022-06-29 16:15:00+00:00,2712,20044.2,20067.6,20016.2,20044.4
2022-06-29 16:20:00+00:00,3753,20044.6,20081.2,19976.0,20008.4
2022-06-29 16:25:00+00:00,3693,20008.8,20020.6,19959.9,19996.0
2022-06-29 16:30:00+00:00,2991,19995.8,20012.2,19952.8,19961.9
2022-06-29 16:35:00+00:00,3725,19962.2,20012.4,19941.3,19995.6
2022-06-29 16:40:00+00:00,3346,19995.6,20013.4,19977.4,20010.7
2022-06-29 16:45:00+00:00,3274,20010.0,20022.1,19984.2,19994.2
2022-06-29 16:50:00+00:00,3972,19993.6,20024.6,19952.2,19965.8
2022-06-29 16:55:00+00:00,3437,19965.9,20006.6,19957.8,19995.1
2022-06-29 17:00:00+00:00,3210,19995.1,20011.6,19977.3,19980.9
2022-06-29 17:05:00+00:00,2811,19980.8,20025.2,19970.6,20018.4
2022-06-29 17:10:00+00:00,3332,20018.4,20021.2,19925.4,19938.2
2022-06-29 17:15:00+00:00,3855,19938.0,19944.2,19903.6,19933.5
2022-06-29 17:20:00+00:00,3611,19933.5,19990.2,19924.6,19963.0
2022-06-29 17:25:00+00:00,3377,19962.8,19994.0,19929.8,19991.0
2022-06-29 17:30:00+00:00,3351,19991.0,19993.1,19947.2,19975.0
2022-06-29 17:35:00+00:00,3131,19974.6,19981.7,19931.4,19954.2
2022-06-29 17:40:00+00:00,3333,19953.0,20010.0,19941.4,20009.9
2022-06-29 17:45:00+00:00,2986,20010.0,20012.8,19984.4,19992.5
2022-06-29 17:50:00+00:00,2366,19992.8,20016.6,19989.8,20014.8
2022-06-29 17:55:00+00:00,3574,20014.8,20052.7,20004.1,20051.6
2022-06-29 18:00:00+00:00,3178,20051.8,20095.4,20044.0,20078.5
2022-06-29 18:05:00+00:00,2485,20079.4,20084.6,20062.8,20071.8
2022-06-29 18:10:00+00:00,2175,20072.6,20089.0,20060.1,20071.0
2022-06-29 18:15:00+00:00,2413,20071.1,20091.6,20055.2,20058.3
2022-06-29 18:20:00+00:00,2522,20059.4,20060.0,20027.0,20043.6
2022-06-29 18:25:00+00:00,2482,20043.7,20083.2,20037.8,20081.5
2022-06-29 18:30:00+00:00,2089,20082.0,20083.0,20041.6,20083.0
2022-06-29 18:35:00+00:00,2115,20083.1,20083.2,20042.8,20042.9
2022-06-29 18:40:00+00:00,1919,20042.7,20049.5,20033.4,20039.4
2022-06-29 18:45:00+00:00,2087,20039.6,20047.2,20008.8,20031.8
2022-06-29 18:50:00+00:00,2001,20031.7,20066.0,20025.4,20057.2
2022-06-29 18:55:00+00:00,1923,20057.6,20064.2,20026.3,20028.2
2022-06-29 19:00:00+00:00,2113,20028.1,20042.1,20009.9,20025.5
2022-06-29 19:05:00+00:00,2452,20025.6,20073.8,20015.6,20065.4
2022-06-29 19:10:00+00:00,2040,20065.4,20081.4,20038.0,20065.6
2022-06-29 19:15:00+00:00,3211,20066.4,20099.4,20064.8,20079.4
2022-06-29 19:20:00+00:00,2306,20079.4,20102.0,20077.4,20098.8
2022-06-29 19:25:00+00:00,2287,20099.2,20128.0,20094.0,20115.0
2022-06-29 19:30:00+00:00,2143,20114.9,20125.0,20080.6,20084.2
2022-06-29 19:35:00+00:00,1981,20084.4,20106.0,20080.5,20093.2
2022-06-29 19:40:00+00:00,1735,20093.2,20104.4,20072.6,20103.6
2022-06-29 19:45:00+00:00,2298,20103.6,20114.4,20069.2,20090.0
2022-06-29 19:50:00+00:00,3072,20092.2,20234.8,20092.2,20173.2
2022-06-29 19:55:00+00:00,3396,20173.0,20227.8,20170.8,20200.2
2022-06-29 20:00:00+00:00,3867,20200.2,20317.6,20192.5,20317.2
2022-06-29 20:05:00+00:00,4133,20318.0,20407.8,20297.4,20351.2
2022-06-29 20:10:00+00:00,3301,20351.0,20374.3,20282.4,20287.2
2022-06-29 20:15:00+00:00,2525,20286.9,20345.0,20286.7,20326.8
2022-06-29 20:20:00+00:00,2775,20326.6,20339.0,20255.8,20256.4
2022-06-29 20:25:00+00:00,1948,20256.2,20264.2,20241.6,20242.8
2022-06-29 20:30:00+00:00,2247,20243.0,20247.4,20161.2,20174.8
2022-06-29 20:35:00+00:00,3119,20175.0,20197.3,20098.8,20103.8
2022-06-29 20:40:00+00:00,2689,20104.0,20138.8,20099.8,20115.3
2022-06-29 20:45:00+00:00,2226,20115.4,20145.9,20110.2,20143.0
2022-06-29 20:50:00+00:00,1698,20143.4,20144.2,20110.4,20116.3
2022-06-29 20:55:00+00:00,2384,20116.5,20194.6,20114.2,20194.0
2022-06-29 21:05:00+00:00,1568,20178.8,20231.0,20173.6,20229.0
2022-06-29 21:10:00+00:00,1884,20228.8,20275.8,20227.8,20272.0
2022-06-29 21:15:00+00:00,1919,20272.5,20275.0,20228.4,20250.9
2022-06-29 21:20:00+00:00,2599,20251.0,20338.2,20250.8,20288.8
2022-06-29 21:25:00+00:00,1378,20288.6,20297.7,20285.2,20295.1
2022-06-29 21:30:00+00:00,1351,20294.8,20295.7,20268.5,20277.0
2022-06-29 21:35:00+00:00,1289,20277.2,20315.2,20275.5,20302.5
2022-06-29 21:40:00+00:00,1042,20302.3,20317.9,20301.0,20315.6
2022-06-29 21:45:00+00:00,1287,20315.4,20318.2,20278.8,20279.8
2022-06-29 21:50:00+00:00,1277,20280.8,20281.9,20251.0,20277.2
2022-06-29 21:55:00+00:00,1600,20277.0,20302.0,20264.6,20276.8
2022-06-29 22:00:00+00:00,1667,20275.8,20293.8,20258.6,20266.0
2022-06-29 22:05:00+00:00,1506,20266.2,20280.6,20254.0,20280.6
2022-06-29 22:10:00+00:00,1405,20280.6,20298.6,20276.2,20293.0
2022-06-29 22:15:00+00:00,2201,20292.9,20303.6,20206.2,20228.2
2022-06-29 22:20:00+00:00,2169,20228.2,20229.0,20202.0,20219.6
2022-06-29 22:25:00+00:00,2822,20219.2,20220.8,20180.8,20180.8
2022-06-29 22:30:00+00:00,3491,20180.6,20195.8,20140.0,20155.4
2022-06-29 22:35:00+00:00,2531,20155.6,20166.1,20128.2,20135.2
2022-06-29 22:40:00+00:00,1689,20135.6,20179.6,20133.9,20161.6
2022-06-29 22:45:00+00:00,1821,20161.4,20168.4,20133.3,20162.4
2022-06-29 22:50:00+00:00,1513,20162.6,20203.2,20159.2,20189.1
2022-06-29 22:55:00+00:00,1891,20188.6,20217.4,20176.8,20189.6
2022-06-29 23:00:00+00:00,2098,20189.8,20192.2,20180.4,20187.6
2022-06-29 23:05:00+00:00,2971,20187.6,20187.8,20066.4,20097.2
2022-06-29 23:10:00+00:00,2084,20097.2,20122.8,20082.9,20103.4
2022-06-29 23:15:00+00:00,2361,20103.4,20127.8,20054.4,20079.2
2022-06-29 23:20:00+00:00,2088,20080.2,20105.5,20074.4,20088.2
2022-06-29 23:25:00+00:00,2160,20088.3,20089.0,20052.5,20063.5
2022-06-29 23:30:00+00:00,1730,20063.0,20080.4,20056.3,20078.4
2022-06-29 23:35:00+00:00,2476,20077.8,20121.3,20058.3,20066.6
2022-06-29 23:40:00+00:00,1748,20066.4,20095.2,20057.4,20060.6
2022-06-29 23:45:00+00:00,463,20060.7,20096.0,20058.0,20080.5
2022-06-29 23:50:00+00:00,1961,20082.5,20085.4,20026.9,20079.7
2022-06-29 23:55:00+00:00,1571,20080.4,20102.0,20072.0,20093.2
2022-06-30 00:00:00+00:00,2159,20092.8,20123.0,20076.7,20117.0
2022-06-30 00:05:00+00:00,2814,20117.0,20121.7,20049.8,20084.8
2022-06-30 00:10:00+00:00,2688,20086.2,20143.4,20084.2,20117.8
2022-06-30 00:15:00+00:00,3338,20117.5,20124.1,20017.6,20099.6
2022-06-30 00:20:00+00:00,2451,20098.6,20117.6,20063.0,20090.4
2022-06-30 00:25:00+00:00,1986,20090.6,20095.2,20045.6,20046.6
2022-06-30 00:30:00+00:00,2640,20046.6,20097.4,20033.0,20045.7
2022-06-30 00:35:00+00:00,2214,20046.5,20050.8,20018.6,20026.3
2022-06-30 00:40:00+00:00,3169,20026.2,20049.5,19987.2,20021.4
2022-06-30 00:45:00+00:00,2300,20022.4,20056.2,20014.4,20047.6
2022-06-30 00:50:00+00:00,2250,20047.6,20052.6,20008.4,20044.6
2022-06-30 00:55:00+00:00,1765,20044.6,20053.8,20005.8,20015.8
2022-06-30 01:00:00+00:00,2621,20015.6,20053.1,19993.4,20042.8
2022-06-30 01:05:00+00:00,2281,20042.8,20067.6,20032.8,20050.6
2022-06-30 01:10:00+00:00,2202,20050.6,20063.4,20028.4,20058.8
2022-06-30 01:15:00+00:00,3115,20058.0,20064.2,19961.2,19983.3
2022-06-30 01:20:00+00:00,4068,19984.0,19984.4,19927.1,19953.0
2022-06-30 01:25:00+00:00,2894,19952.8,20009.8,19950.8,20000.5
2022-06-30 01:30:00+00:00,3183,20000.4,20003.8,19935.8,19967.5
2022-06-30 01:35:00+00:00,2817,19967.4,20034.0,19965.7,20027.8
2022-06-30 01:40:00+00:00,2462,20027.9,20036.0,20004.8,20026.4
2022-06-30 01:45:00+00:00,2314,20026.6,20049.0,20021.5,20036.1
2022-06-30 01:50:00+00:00,1794,20035.8,20046.8,19989.9,19991.0
2022-06-30 01:55:00+00:00,1746,19991.0,20015.8,19984.4,19994.2
2022-06-30 02:00:00+00:00,2037,19994.4,20026.4,19980.8,20019.3
2022-06-30 02:05:00+00:00,1856,20019.3,20036.1,20013.6,20029.8
2022-06-30 02:10:00+00:00,1778,20029.8,20045.0,20016.0,20026.5
2022-06-30 02:15:00+00:00,1918,20027.4,20055.4,20025.4,20053.0
2022-06-30 02:20:00+00:00,1995,20052.7,20054.2,20031.5,20041.0
2022-06-30 02:25:00+00:00,2305,20041.1,20065.4,20037.5,20051.0
2022-06-30 02:30:00+00:00,1956,20052.3,20069.0,20050.2,20054.4
2022-06-30 02:35:00+00:00,2110,20054.5,20086.2,20052.4,20082.8
2022-06-30 02:40:00+00:00,2298,20082.5,20097.3,20065.8,20071.2
2022-06-30 02:45:00+00:00,1748,20071.4,20074.7,20047.9,20052.2
2022-06-30 02:50:00+00:00,1207,20052.3,20059.6,20040.1,20049.2
2022-06-30 02:55:00+00:00,1286,20049.6,20074.6,20047.4,20057.3
2022-06-30 03:00:00+00:00,1546,20057.4,20070.6,20045.7,20046.8
2022-06-30 03:05:00+00:00,1473,20047.6,20053.1,20025.1,20037.2
2022-06-30 03:10:00+00:00,1210,20037.2,20059.4,20036.9,20055.8
2022-06-30 03:15:00+00:00,1536,20055.7,20066.2,20035.1,20055.8
2022-06-30 03:20:00+00:00,1674,20056.2,20068.4,20019.9,20031.2
2022-06-30 03:25:00+00:00,1260,20031.0,20068.0,20028.6,20067.6
2022-06-30 03:30:00+00:00,1655,20066.2,20068.7,20030.2,20031.4
2022-06-30 03:35:00+00:00,1296,20031.2,20040.7,20025.0,20028.6
2022-06-30 03:40:00+00:00,1474,20028.6,20059.2,20023.4,20054.6
2022-06-30 03:45:00+00:00,1623,20054.8,20054.8,20019.6,20022.2
2022-06-30 03:50:00+00:00,1396,20022.4,20045.0,20022.0,20042.6
2022-06-30 03:55:00+00:00,1620,20042.5,20061.6,20042.3,20048.6
2022-06-30 04:00:00+00:00,1872,20048.6,20062.0,20021.2,20029.2
2022-06-30 04:05:00+00:00,1627,20029.6,20063.0,20021.4,20059.7
2022-06-30 04:10:00+00:00,1606,20059.0,20061.0,20027.7,20029.2
2022-06-30 04:15:00+00:00,1651,20029.0,20048.6,20021.2,20048.4
2022-06-30 04:20:00+00:00,1472,20048.2,20060.5,20030.0,20050.0
2022-06-30 04:25:00+00:00,1257,20049.8,20050.8,20029.0,20035.5
2022-06-30 04:30:00+00:00,1153,20035.4,20052.7,20035.4,20043.0
2022-06-30 04:35:00+00:00,1120,20043.1,20044.2,20020.4,20040.4
2022-06-30 04:40:00+00:00,934,20040.3,20051.2,20034.9,20047.9
2022-06-30 04:45:00+00:00,1700,20048.0,20059.8,20027.0,20031.4
2022-06-30 04:50:00+00:00,1912,20031.2,20049.6,20007.7,20011.4
2022-06-30 04:55:00+00:00,2134,20012.0,20026.1,19983.4,20024.9
2022-06-30 05:00:00+00:00,1782,20024.4,20043.3,20007.6,20015.0
2022-06-30 05:05:00+00:00,1155,20015.0,20018.0,19995.6,20008.4
2022-06-30 05:10:00+00:00,2312,20008.6,20012.7,19959.2,19959.2
2022-06-30 05:15:00+00:00,1814,19959.3,19985.0,19958.6,19979.6
2022-06-30 05:20:00+00:00,2067,19979.5,19996.8,19942.1,19965.6
2022-06-30 05:25:00+00:00,2496,19965.4,20006.0,19934.9,20003.3
2022-06-30 05:30:00+00:00,2143,20003.8,20034.2,19994.3,20005.1
2022-06-30 05:35:00+00:00,2268,20005.0,20008.4,19972.8,19994.0
2022-06-30 05:40:00+00:00,1463,19993.8,19994.1,19971.3,19975.3
2022-06-30 05:45:00+00:00,1775,19975.2,20002.6,19974.7,19985.9
2022-06-30 05:50:00+00:00,1317,19986.2,19988.6,19966.2,19968.4
2022-06-30 05:55:00+00:00,2803,19968.8,19992.0,19950.0,19974.0
2022-06-30 06:00:00+00:00,2356,19974.0,20000.6,19953.0,19955.3
2022-06-30 06:05:00+00:00,2204,19955.6,19969.9,19941.6,19946.7
2022-06-30 06:10:00+00:00,2447,19946.5,19964.8,19936.2,19957.0
2022-06-30 06:15:00+00:00,2739,19957.1,19963.2,19913.9,19935.0
2022-06-30 06:20:00+00:00,2818,19934.9,19939.6,19884.1,19908.2
2022-06-30 06:25:00+00:00,3091,19908.2,19916.5,19774.6,19775.5
2022-06-30 06:30:00+00:00,5134,19775.4,19776.0,19398.9,19512.8
2022-06-30 06:35:00+00:00,4600,19512.8,19562.0,19454.6,19495.2
2022-06-30 06:40:00+00:00,3934,19495.0,19524.2,19453.2,19486.5
2022-06-30 06:45:00+00:00,3598,19486.4,19503.4,19448.6,19456.2
2022-06-30 06:50:00+00:00,3201,19456.3,19477.9,19406.6,19420.1
2022-06-30 06:55:00+00:00,3271,19420.1,19466.0,19327.3,19394.6
2022-06-30 07:00:00+00:00,4166,19394.9,19423.0,19364.0,19372.2
2022-06-30 07:05:00+00:00,3294,19372.4,19416.0,19345.0,19388.6
2022-06-30 07:10:00+00:00,3514,19388.7,19392.8,19325.6,19359.7
2022-06-30 07:15:00+00:00,3678,19359.8,19374.0,19289.6,19355.1
2022-06-30 07:20:00+00:00,3677,19355.2,19436.6,19339.4,19396.4
2022-06-30 07:25:00+00:00,3051,19396.2,19442.4,19396.0,19407.6
2022-06-30 07:30:00+00:00,3012,19407.6,19411.2,19371.4,19404.0
2022-06-30 07:35:00+00:00,2642,19404.0,19408.4,19369.6,19387.4
2022-06-30 07:40:00+00:00,2341,19387.8,19398.8,19362.4,19392.6
2022-06-30 07:45:00+00:00,2901,19392.7,19399.4,19358.6,19363.4
2022-06-30 07:50:00+00:00,2394,19363.8,19386.6,19350.4,19373.0
2022-06-30 07:55:00+00:00,2366,19373.2,19422.0,19360.9,19407.6
2022-06-30 08:00:00+00:00,2837,19407.6,19416.4,19352.0,19369.4
2022-06-30 08:05:00+00:00,2384,19369.2,19383.6,19319.0,19322.2
2022-06-30 08:10:00+00:00,2496,19322.2,19371.7,19321.2,19359.8
2022-06-30 08:15:00+00:00,2498,19359.6,19363.8,19315.4,19331.2
2022-06-30 08:20:00+00:00,2210,19331.2,19342.7,19225.0,19234.2
2022-06-30 08:25:00+00:00,3621,19231.9,19318.6,19227.5,19298.5
2022-06-30 08:30:00+00:00,3120,19298.5,19317.8,19257.9,19282.2
2022-06-30 08:35:00+00:00,2880,19281.8,19289.0,19249.3,19266.1
2022-06-30 08:40:00+00:00,2513,19266.0,19295.2,19254.7,19281.9
2022-06-30 08:45:00+00:00,2210,19282.0,19282.8,19250.5,19263.2
2022-06-30 08:50:00+00:00,2730,19263.1,19263.6,19207.2,19247.4
2022-06-30 08:55:00+00:00,3196,19247.4,19249.2,19134.8,19211.2
2022-06-30 09:00:00+00:00,3881,19211.2,19226.4,19147.4,19165.8
2022-06-30 09:05:00+00:00,4181,19165.8,19177.6,19006.4,19027.5
2022-06-30 09:10:00+00:00,4627,19028.0,19079.1,18974.4,19064.6
2022-06-30 09:15:00+00:00,4438,19064.4,19101.0,18989.8,19027.4
2022-06-30 09:20:00+00:00,3783,19027.2,19038.5,18990.8,19009.4
2022-06-30 09:25:00+00:00,4322,19009.4,19017.0,18931.8,18940.8
2022-06-30 09:30:00+00:00,4066,18940.9,19034.6,18910.1,19012.2
2022-06-30 09:35:00+00:00,3407,19012.8,19030.8,18965.6,18980.9
2022-06-30 09:40:00+00:00,3023,18980.9,19013.8,18968.4,18984.1
2022-06-30 09:45:00+00:00,3393,18984.2,19112.7,18982.9,19051.6
2022-06-30 09:50:00+00:00,3366,19052.0,19167.2,19034.8,19166.5
2022-06-30 09:55:00+00:00,3503,19166.4,19171.0,19119.6,19130.6
2022-06-30 10:00:00+00:00,2980,19130.8,19132.8,19080.0,19087.8
2022-06-30 10:05:00+00:00,2519,19087.8,19126.4,19082.4,19123.4
2022-06-30 10:10:00+00:00,2369,19123.4,19146.5,19110.3,19129.8
2022-06-30 10:15:00+00:00,2694,19129.8,19150.4,19095.2,19137.2
2022-06-30 10:20:00+00:00,2209,19137.4,19138.2,19098.0,19106.8
2022-06-30 10:25:00+00:00,2530,19106.1,19106.4,19060.6,19067.2
2022-06-30 10:30:00+00:00,2142,19067.0,19082.4,19041.2,19056.8
